Nome da instituicao;Sigla da instituicao;Nome da base de dados;Sigla da base de dados;Responsavel pelo registro;Numero do registro no portal;Numero do registro na base de dados;Data do registro;Data do evento;Data de Carencia;Nome cientifico;Nome comum;Nome cientifico na base de dados;Nivel taxonomico;Numero de individuos;Reino;Filo;Classe;Ordem;Familia;Genero;Especie;Estado de conservacao;Categoria de Ameaca;Localidade;Pais;Estado/Provincia;Municipio;Status de Sensibilidade;Latitude;Longitude;Outras informacoes da localidade;Jurisdicao;Destino do Material
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987402;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;19/12/2015;20/12/2015 a 20/12/2015;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.95;-56.302222;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987403;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;27/04/2016;28/04/2016 a 28/04/2016;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.885;-56.296389;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987404;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;27/04/2016;28/04/2016 a 28/04/2016;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.885;-56.296389;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987405;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;30/04/2016;01/05/2016 a 01/05/2016;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.935833;-56.285;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987406;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;05/09/2016;06/09/2016 a 06/09/2016;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.934444;-56.250833;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987407;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;06/09/2016;07/09/2016 a 07/09/2016;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.934444;-56.250833;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987408;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;12/09/2016;13/09/2016 a 13/09/2016;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.885;-56.243333;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987409;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;14/09/2016;15/09/2016 a 15/09/2016;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.932778;-56.234444;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987410;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;15/09/2016;16/09/2016 a 16/09/2016;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.941667;-56.295556;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987411;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;16/09/2016;17/09/2016 a 17/09/2016;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.949444;-56.250278;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987412;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;19/10/2016;20/10/2016 a 20/10/2016;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.856944;-56.288056;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987413;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;19/12/2015;20/12/2015 a 20/12/2015;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.95;-56.302222;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987414;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;27/04/2016;28/04/2016 a 28/04/2016;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.885;-56.296389;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987415;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;27/04/2016;28/04/2016 a 28/04/2016;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.885;-56.296389;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987416;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;30/04/2016;01/05/2016 a 01/05/2016;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.935833;-56.285;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987417;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;05/09/2016;06/09/2016 a 06/09/2016;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.934444;-56.250833;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987418;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;06/09/2016;07/09/2016 a 07/09/2016;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.934444;-56.250833;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987419;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;12/09/2016;13/09/2016 a 13/09/2016;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.885;-56.243333;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987420;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;14/09/2016;15/09/2016 a 15/09/2016;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.932778;-56.234444;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987421;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;15/09/2016;16/09/2016 a 16/09/2016;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.941667;-56.295556;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987422;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;16/09/2016;17/09/2016 a 17/09/2016;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.949444;-56.250278;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rogerio Cunha De Paula;987423;Nº Da Autorização/Licença Sisbio: 30053, Projeto: Avaliação Da Tolerância Da Onça-Pintada (Panthera Onca) À Presença Humana: Viabilidade De Turismo De Observação Com Grandes Felinos;19/10/2016;20/10/2016 a 20/10/2016;05/05/2019;Panthera onca;Onça-pintada;Panthera onca;species;1;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Propriedade Particular;Brasil;MS;Aquidauana;Espécie não Sensível;-19.856944;-56.288056;Coordenada exata da ocorrência;Sem Informações;Solto/mantido na natureza
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Micheline Vergara Da Silva;201821;Nº Da Autorização/Licença Sisbio: 25067, Projeto: Estudo Populacional E Da Dieta Da Onça Pintada (Panthera Onca)  No Parque Nacional De Cabo Orange, Ap;11/11/2010;12/11/2010 a;02/10/2013;Panthera onca;Onça-pintada;Panthera onca;species;11;Sem Informações;Chordata;Mammalia;Carnivora;Felidae;Panthera;Panthera onca;Espécie Ameaçada;Vulnerável;Parque Nacional Do Cabo Orange;Brasil;AP;Sem Informações;Espécie não Sensível;3.242306;-51.24575;Coordenada de referência da área amostrada;Sem Informações;Será destinado posteriormente
